LangID,CountryID,Name
bww,CD,Bwa
bwx,CN,"Bunu, Bu-Nao"
bwy,BF,"Bwamu, Cwi"
bwz,CG,Bwisi
bxa,SB,Tairaha
bxb,SS,Belanda Bor
bxc,GQ,Molengue
bxd,CN,Pela
bxe,ET,Ongota
bxf,PG,Minigir
bxg,CD,Bangala
bxh,PG,Buhutu
bxi,AU,Pirlatapa
bxj,AU,Bayungu
bxk,KE,Lubukusu
bxl,BF,Jalkunan
bxm,MN,"Buriat, Mongolia"
bxn,AU,Burduna
bxo,NG,Barikanchi
bxp,CM,Bebil
bxq,NG,Beele
bxr,RU,"Buriat, Russia"
bxs,CM,Busam
bxu,CN,"Buriat, China"
bxv,TD,Berakou
bxw,ML,Bankagooma
bxz,PG,Binahari
bya,PH,Batak
byb,CM,Bikya
byc,NG,Ubaghara
byd,ID,Benyadu’
bye,PG,Pouye
byf,NG,Bete
byg,SD,Baygo
byh,NP,Bhujel
byi,CD,Buyu
byj,NG,Bina
byk,CN,Biao
byl,ID,Bayono
bym,AU,Bidyara
byn,ER,Bilen
byo,CN,Biyo
byp,NG,Bumaji
byq,TW,Basay
byr,PG,Yipma
bys,NG,Burak
byt,SD,Berti
byv,CM,Medumba
byw,NP,Belhariya
byx,PG,Qaqet
byz,PG,Banaro
bza,LR,Bandi
bzb,ID,Andio
bzc,MG,"Malagasy, Southern Betsimisaraka"
bzd,CR,Bribri
bze,ML,"Bozo, Jenaama"
bzf,PG,Boikin
bzg,TW,Babuza
bzh,PG,"Buang, Mapos"
bzi,TH,Bisu
bzj,BZ,Belize Kriol English
bzk,NI,Nicaragua Creole English
bzl,ID,Boano
bzm,CD,Bolondo
bzn,ID,Boano
bzo,CD,Bozaba
bzp,ID,Kemberano
bzq,ID,Buli
bzr,AU,Biri
bzs,BR,Brazilian Sign Language
bzu,ID,Burmeso
bzv,CM,Naami
bzw,NG,Basa
bzx,ML,"Bozo, Kelengaxo"
bzy,NG,Obanliku
bzz,NG,Evant
caa,GT,Ch’orti’
cab,HN,Garifuna
cac,GT,Chuj
cad,US,Caddo
cae,SN,Laalaa
caf,CA,"Carrier, Southern"
cag,PY,Nivaclé
cah,PE,Cahuarano
cak,GT,Kaqchikel
cal,MP,Carolinian
cam,NC,Cemuhî
can,PG,Chambri
cao,BO,Chácobo
cap,BO,Chipaya
caq,IN,"Nicobarese, Car"
car,VE,Carib
cas,BO,Tsimané
cat,ES,Catalan
cav,BO,Cavineña
caw,BO,Callawalla
cax,BO,Chiquitano
cay,CA,Cayuga
caz,BO,Canichana
cbb,CO,Cabiyarí
cbc,CO,Carapana
cbd,CO,Carijona
cbg,CO,Chimila
cbi,EC,Chachi
cbj,BJ,Ede Cabe
cbk,PH,Chavacano
cbl,MM,"Chin, Bualkhaw"
cbn,TH,Nyahkur
cbo,NG,Izora
cbq,NG,Tsucuba
cbr,PE,Kakataibo-Kashibo
cbs,PE,Kashinawa
cbt,PE,Shawi
cbu,PE,Kandozi-Chapra
cbv,CO,Cacua
cbw,PH,Kinabalian
cby,CO,Carabayo
cca,CO,Cauca
ccc,PE,Chamicuro
ccd,BR,Cafundo Creole
cce,MZ,Chopi
ccg,NG,Samba Daka
cch,NG,Atsam
ccj,GW,Kasanga
ccl,TZ,Cutchi-Swahili
ccm,MY,Malaccan Creole Malay
cco,MX,"Chinantec, Comaltepec"
ccp,BD,Chakma
ccr,SV,Cacaopera
cda,CN,Choni
cde,IN,Chenchu
cdf,IN,Chiru
cdg,IN,Chamari
cdh,IN,Chambeali
cdi,IN,Chodri
cdj,IN,Churahi
cdm,NP,Chepang
cdn,IN,Chaudangsi
cdo,CN,"Chinese, Min Dong"
cdr,NG,Kamuku
cds,TD,Chadian Sign Language
cdy,CN,Chadong
cdz,IN,Koda
cea,US,"Chehalis, Lower"
ceb,PH,Cebuano
ceg,PY,Chamacoco
cek,MM,"Chin, Eastern Khumi"
cen,NG,Cen
ces,CZ,Czech
cet,NG,Centúúm
cfa,NG,Dikaka
cfd,NG,Cara
cfg,NG,Como Karim
cfm,MM,"Chin, Falam"
cga,PG,Changriwa
cgc,PH,Kagayanen
cgg,UG,Chiga
cgk,BT,Chocangacakha
cha,GU,Chamorro
chc,US,Catawba
chd,MX,"Chontal, Highland Oaxaca"
che,RU,Chechen
chf,MX,"Chontal, Tabasco"
chg,TM,Chagatai
chh,US,Chinook
chj,MX,"Chinantec, Ojitlán"
chk,FM,Chuukese
chl,US,Cahuilla
chn,US,Chinook Wawa
cho,US,Choctaw
chp,CA,Dene
chq,MX,"Chinantec, Quiotepec"
chr,US,Cherokee
cht,PE,Cholón
chu,RU,"Slavonic, Old Church"
chv,RU,Chuvash
chw,MZ,Chuwabu
chx,NP,Chantyal
chy,US,Cheyenne
chz,MX,"Chinantec, Ozumacín"
cia,ID,Cia-Cia
cib,BJ,"Gbe, Ci"
cic,US,Chickasaw
cid,US,Chimariko
cie,NG,Cineni
cih,IN,Chinali
cik,IN,"Kinnauri, Chitkuli"
cim,IT,Cimbrian
cin,BR,Cinta Larga
cip,MX,Chiapanec
cir,NC,Tîrî
ciw,US,Chippewa
ciy,VE,Chaima
cja,KH,"Cham, Western"
cje,VN,Chru
cjh,US,"Chehalis, Upper"
cji,RU,Chamalal
cjk,AO,Cokwe
cjm,VN,"Cham, Eastern"
cjn,PG,Chenapian
cjo,PE,"Ashéninka, Pajonal"
cjp,CR,Cabécar
cjs,RU,Shor
cjv,PG,Chuave
cjy,CN,"Chinese, Jinyu"
ckb,IQ,"Kurdish, Central"
ckh,BD,Chak
ckl,NG,Kibaku
ckn,MM,"Chin, Kaang"
cko,GH,Anufo
ckq,TD,Kajakse
ckr,PG,Kairak
cks,NC,Tayo
ckt,RU,Chukchi
cku,US,Koasati
ckv,TW,Kavalan
ckx,CM,Caka
cky,NG,Cakfem-Mushere
ckz,GT,Kaqchikel-K’iche’ Mixed Language
cla,NG,Ron
clc,CA,Chilcotin
cld,IQ,Chaldean Neo-Aramaic
cle,MX,"Chinantec, Lealao"
clh,PK,Chilisso
cli,GH,Chakali
clj,MM,"Chin, Laitu"
clk,IN,Idu-Mishmi
cll,GH,Chala
clm,US,Clallam
clo,MX,"Chontal, Lowland Oaxaca"
clt,MM,"Chin, Lautu"
clu,PH,Caluyanun
clw,RU,Chulym
cly,MX,"Chatino, Eastern Highland"
cma,VN,Maa
cme,BF,Cerma
cmi,CO,Emberá-Chamí
cml,ID,Campalagian
cmn,CN,"Chinese, Mandarin"
cmo,VN,"Mnong, Central"
cmr,MM,Mro-Khimi
cmt,ZA,Camtho
cna,IN,Changthang
cnb,MM,"Chin, Chinbon"
cnc,VN,Côông
cng,CN,"Qiang, Northern"
cnh,MM,"Chin, Hakha"
cni,PE,Asháninka
cnk,MM,"Chin, Khumi"
cnl,MX,"Chinantec, Lalana"
cno,LA,Con
cns,ID,"Asmat, Central"
cnt,MX,"Chinantec, Tepetotutla"
cnu,DZ,Chenoua
cnw,MM,"Chin, Ngawn"
coa,AU,"Malay, Cocos Islands"
cob,MX,Chicomuceltec
coc,MX,Cocopa
cod,PE,Kukama-Kukamiria
coe,CO,Koreguaje
cof,EC,Colorado
cog,TH,Chong
coh,KE,Chichonyi-Chidzihana-Chikauma
coj,MX,Cochimi
cok,MX,"Cora, Santa Teresa"
col,US,Columbia-Wenatchi
com,US,Comanche
con,EC,Cofán
coo,CA,Comox
cop,EG,Coptic
coq,US,Coquille
cor,GB,Cornish
cos,FR,Corsican
cot,PE,Caquinte
cou,SN,Wamey
cov,CN,Cao Miao
cow,US,Cowlitz
cox,PE,Nanti
coz,MX,Chocholtec
cpa,MX,"Chinantec, Palantla"
cpb,PE,"Ashéninka, Ucayali-Yurúa"
cpc,PE,Ajyíninka Apurucayali
cpg,GR,Cappadocian Greek
cpi,NR,Chinese Pidgin English
cpn,GH,Cherepon
cpo,BF,Kpeego
cps,PH,Capiznon
cpu,PE,"Ashéninka, Pichis"
cpx,CN,"Chinese, Pu-Xian"
cpy,PE,"Ashéninka, South Ucayali"
cqd,CN,"Miao, Chuanqiandian Cluster"
cra,ET,Chara
crc,VU,Lonwolwol
crd,US,Coeur d’Alene
crf,CO,Caramanta
crg,US,Michif
crh,UA,Crimean Tatar
cri,ST,Sãotomense
crj,CA,"Cree, Southern East"
crk,CA,"Cree, Plains"
crl,CA,"Cree, Northern East"
crm,CA,"Cree, Moose"
crn,MX,"Cora, El Nayar"
cro,US,Crow
crq,AR,"Chorote, Iyo’wujwa"
crs,SC,Seselwa Creole French
crt,AR,"Chorote, Iyojwa’ja"
crv,IN,Chaura
crw,VN,Chrau
crx,CA,Carrier
cry,NG,Cori
crz,US,Cruzeño
csa,MX,"Chinantec, Chiltepec"
csb,PL,Kashubian
csc,ES,Catalan Sign Language
csd,TH,Chiangmai Sign Language
cse,CZ,Czech Sign Language
csf,CU,Cuba Sign Language
csg,CL,Chilean Sign Language
csh,MM,"Chin, Asho"
csi,US,"Miwok, Coast"
csj,MM,"Chin, Songlai"
csk,SN,Jola-Kasa
csl,CN,Chinese Sign Language
csm,US,"Miwok, Central Sierra"
csn,CO,Colombian Sign Language
cso,MX,"Chinantec, Sochiapam"
csq,HR,Croatia Sign Language
csr,CR,Costa Rican Sign Language
css,US,"Ohlone, Southern"
cst,US,"Ohlone, Northern"
csv,MM,"Chin, Sumtu"
csw,CA,"Cree, Swampy"
csy,MM,"Chin, Siyin"
csz,US,Coos
cta,MX,"Chatino, Tataltepec"
ctc,US,Chetco
ctd,MM,"Chin, Tedim"
cte,MX,"Chinantec, Tepinapa"
ctg,BD,Chittagonian
cth,MM,"Chin, Thaiphum"
ctl,MX,"Chinantec, Tlacoatzintepec"
ctm,US,Chitimacha
ctn,NP,Chhintang
cto,CO,Emberá-Catío
ctp,MX,"Chatino, Western Highland"
cts,PH,"Bikol, Northern Catanduanes"
ctt,IN,"Chetti, Wayanad"
ctu,MX,Chol
ctz,MX,"Chatino, Zacatepec"
cua,VN,Cua
cub,CO,Cubeo
cuc,MX,"Chinantec, Usila"
cug,CM,Chungmboko
cuh,KE,Gichuka
cui,CO,Cuiba
cuj,PE,Mashco Piro
cuk,PA,"Kuna, San Blas"
cul,BR,Kulina
cuo,VE,Cumanagoto
cup,US,Cupeño
cuq,CN,Cun
cur,NP,Chhulung
cut,MX,"Cuicatec, Teutila"
cuu,CN,Tai Ya
cuv,CM,Cuvok
cuw,NP,Chukwa
cux,MX,"Cuicatec, Tepeuxila"
cvg,IN,Chug
cvn,MX,"Chinantec, Valle Nacional"
cwa,TZ,Kabwa
cwb,MZ,Maindo
cwd,CA,"Cree, Woods"
cwe,TZ,Kwere
cwg,MY,Cheq Wong
cwt,SN,Kuwaataay
cya,MX,"Chatino, Nopala"
cyb,BO,Cayubaba
cym,GB,Welsh
cyo,PH,Cuyonon
czh,CN,"Chinese, Huizhou"
czn,MX,"Chatino, Zenzontepec"
czo,CN,"Chinese, Min Zhong"
czt,MM,"Chin, Zotung"
daa,TD,Dangaléat
dac,PG,Dambi
dad,PG,Marik
dae,CM,Duupa
dag,GH,Dagbani
dah,PG,Gwahatike
dai,TD,Day
daj,SD,"Daju, Dar Fur"
dak,US,Dakota
dal,KE,Dahalo
dam,NG,Damakawa
dan,DK,Danish
dao,MM,"Chin, Daai"
daq,IN,"Maria, Dandami"
dar,RU,Dargwa
das,CI,Daho-Doo
dau,TD,"Daju, Dar Sila"
dav,KE,Dawida
daw,PH,Davawenyo
dax,AU,Dayi
daz,ID,Dao
dba,ML,Bangime
dbb,NG,Deno
dbd,NG,Dadiya
dbe,ID,Dabe
dbf,ID,Edopi
dbg,ML,"Dogon, Dogul Dom"
dbi,NG,Doka
dbj,MY,Ida’an
dbl,AU,Dyirbal
dbm,NG,Duguri
dbn,ID,Duriankere
dbo,NG,Dulbu
dbp,NG,Duwai
dbq,CM,Daba
dbr,SO,Dabarre
dbt,ML,"Dogon, Ben Tey"
dbu,ML,"Dogon, Bondum Dom"
dbv,NG,Dungu
dbw,ML,"Dogon, Bankan Tey"
dby,PG,Dibiyaso
dcc,IN,Deccan
dcr,VI,Negerhollands
dda,AU,Dadi Dadi
ddd,SS,Dongotono
dde,CG,Doondo
ddg,TL,Fataluku
ddi,PG,"Goodenough, West"
ddj,AU,Jaru
ddn,BJ,Dendi
ddo,RU,Dido
dds,ML,"Dogon, Donno So"
ddw,ID,Dawera-Daweloor
dec,SD,Dagik
ded,PG,Dedua
dee,LR,Dewoin
def,IR,Dezfuli
deg,NG,Degema
deh,PK,Dehwari
dei,ID,Demisa
dek,CM,Dek
dem,ID,Dem
dep,US,"Delaware, Pidgin"
deq,CF,Dendi
der,IN,Deori
des,BR,Desano
deu,DE,"German, Standard"
dev,PG,Domung
dez,CD,Dengese
dga,GH,"Dagaare, Southern"
dgb,ML,"Dogon, Bunoge"
dgc,PH,"Agta, Casiguran Dumagat"
dgd,BF,Dagaari Dioula
dge,PG,Degenan
dgg,PG,Doga
dgh,NG,Dghwede
dgi,BF,"Dagara, Northern"
dgk,CF,Dagba
dgl,SD,Andaandi
dgn,AU,Dagoman
dgo,IN,Dogri
dgr,CA,Dogrib
dgs,BF,Dogoso
dgt,AU,Ndra’ngith
dgu,IN,Degaru
dgw,AU,Daungwurrung
dgx,PG,Doghoro
dgz,PG,Daga
dhd,IN,Dhundari
dhg,AU,Dhangu-Djangu
dhi,NP,Dhimal
dhl,AU,Dhalandji
dhm,AO,Dhimba
dhn,IN,Dhanki
dho,IN,Dhodia
dhr,AU,Dhargari
dhs,TZ,Dhaiso
dhu,AU,Dhurga
dhv,NC,Drehu
dhw,NP,Danuwar
dhx,AU,Dhungaloo
dia,PG,Dia
dib,SS,"Dinka, South Central"
dic,CI,"Dida, Lakota"
did,SS,Didinga
dif,AU,Dieri
dig,KE,Chidigo
dih,MX,Kumiai
dii,CM,Dimbong
dij,ID,Dai
dik,SS,"Dinka, Southwestern"
dil,SD,Dilling
dim,ET,Dime
dio,NG,Dibo
dip,SS,"Dinka, Northeastern"
diq,TR,"Zazaki, Southern"
dir,NG,Dirim
dis,IN,Dimasa
dit,AU,Dirari
diu,NA,Diriku
div,MV,Maldivian
diw,SS,"Dinka, Northwestern"
dix,VU,Dixon Reef
diy,ID,Diuwe
diz,CD,Ding
dja,AU,Djadjawurrung
djb,AU,Djinba
djc,TD,"Daju, Dar Daju"
djd,AU,Djamindjung
dje,NE,Zarma
djf,AU,Djangun
dji,AU,Djinang
djj,AU,Djeebbana
djk,SR,Aukan
djm,ML,"Dogon, Jamsay"
djn,AU,Djauan
djo,ID,Jangkang
djr,AU,Djambarrpuyngu
dju,PG,Kapriman
djw,AU,Djawi
dka,BT,Dakpakha
dkk,ID,Dakka
dkr,MY,Kuijau
dks,SS,"Dinka, Southeastern"
dkx,CM,Mazagway
dlg,RU,Dolgan
dlk,ER,Dahalik
dln,IN,Darlong
dma,GA,Duma
dmb,ML,"Dogon, Mombo"
dmc,PG,Gavak
dmd,AU,Madhi Madhi
dme,CM,Dugwor
dmg,MY,"Kinabatangan, Upper"
dmk,PK,Domaaki
dml,PK,Dameli
dmm,CM,Dama
dmo,CM,Kemedzung
dmr,ID,"Damar, East"
dms,ID,Dampelas
dmu,ID,Tebi
dmv,MY,Dumpas
dmw,AU,Mudburra
dmx,MZ,Dema
dmy,ID,Sowari
dna,ID,"Dani, Upper Grand Valley"
dnd,PG,Daonda
dne,TZ,Ndendeule
dng,KG,Dungan
dni,ID,"Dani, Lower Grand Valley"
dnj,CI,Dan
dnk,ID,Dengka
dnn,BF,Dzùùngoo
dnr,PG,Danaru
dnt,ID,"Dani, Mid Grand Valley"
dnu,MM,Danau
dnv,MM,Danu
dnw,ID,"Dani, Western"
dny,BR,Dení
doa,PG,Dom
dob,PG,Dobu
doc,CN,"Dong, Northern"
doe,TZ,Doe
dof,PG,Domu
doh,NG,Dong
dok,ID,Dondo
dol,PG,Doso
don,PG,Toura
doo,CD,Dongo
dop,BJ,Lukpa
doq,DO,Dominican Sign Language
dor,SB,Dori’o
dos,BF,Dogosé
dot,NG,Dass
dov,ZW,Dombe
dow,CM,Doyayo
dox,ET,Bussa
doy,GH,Dompo
doz,ET,Dorze
dpp,MY,Papar
drb,SD,Dair
drc,PT,Minderico
drd,IN,Darmiya
dre,NP,Dolpo
drg,MY,Rungus
dri,NG,C’Lela
drl,AU,Paakantyi
drn,ID,"Damar, West"
dro,MY,"Melanau, Daro-Matu"
drq,NP,Dura
drr,SB,Dororo
drs,ET,Gedeo
drt,NL,Drents
dru,TW,Rukai
dry,NP,Darai
dsb,DE,"Sorbian, Lower"
dse,NL,Sign Language of the Netherlands
dsh,ET,Daasanach
dsi,TD,Disa
dsl,DK,Danish Sign Language
dsn,ID,Dusner
dso,IN,Desiya
dsq,ML,Tadaksahak
dta,CN,Daur
dtb,MY,"Kadazan, Labuk-Kinabatangan"
dtd,CA,Ditidaht
dth,AU,Adithinngithigh
dti,ML,"Dogon, Ana Tinga"
dtk,ML,"Dogon, Tene Kan"
dtm,ML,"Dogon, Tomo Kan"
dtn,ET,Daatsʼíin
dto,ML,"Dogon, Tommo So"
dtp,MY,"Dusun, Kadazan"
dtr,MY,Lotud
dts,ML,"Dogon, Toro So"
dtt,ML,"Dogon, Toro Tegu"
dtu,ML,"Dogon, Tebul Ure"
dty,NP,Dotyali
dua,CM,Duala
dub,IN,Dubli
duc,PG,Duna
dud,NG,Hun-Saare
due,PH,"Agta, Umiray Dumaget"
duf,NC,Drubea
dug,KE,Chiduruma
duh,IN,Dungra Bhil
dui,PG,Dumun
duk,PG,Uyajitaya
dul,PH,"Agta, Alabat Island"
dun,ID,Dusun Deyah
duo,PH,"Agta, Dupaninan"
dup,ID,Duano
duq,ID,Dusun Malang
dur,CM,Dii
dus,NP,Dumi
duu,CN,Drung
duv,ID,Duvle
duw,ID,Dusun Witu
dux,ML,Duungooma
duy,PH,"Agta, Dicamay"
duz,CM,Duli-Gey
dva,PG,Duau
dwa,NG,Diri
dwr,ET,Dawro
dwu,AU,Dhuwal
dww,PG,Dawawa
dwy,AU,Dhuwaya
dya,BF,Dyan
dyb,AU,Dyaberdyaber
dyd,AU,Dyugun
dyg,PH,"Agta, Villa Viciosa"
dyi,CI,"Sénoufo, Djimini"
dym,ML,"Dogon, Yanda Dom"
dyn,AU,Dyangadi
dyo,SN,Jola-Fonyi
dyu,CI,Jula
dyy,AU,Dyaabugay
dza,NG,Tunzuii
dze,AU,Djiwarli
dzg,TD,Dazaga
dzl,BT,Dzalakha
dzn,CD,Dzando
dzo,BT,Dzongkha
eaa,AU,Karenggapa
ebg,NG,Ebughu
ebk,PH,"Bontok, Eastern"
ebo,CG,Teke-Eboo
ebr,CI,Ebrié
ebu,KE,Kiembu
ecs,EC,Ecuadorian Sign Language
eee,CN,E
efa,NG,Efai
efe,CD,Efe
efi,NG,Efik
ega,CI,Ega
egl,IT,Emilian
ego,NG,Eggon
ehu,NG,Ehueun
eip,ID,Lik
eit,PG,Eitiep
eiv,PG,Askopan
eja,GW,Jola-Felupe
eka,NG,Ekajuk
ekc,AU,"Karnic, Eastern"
eke,NG,Ekit
ekg,ID,Ekari
eki,NG,Eki
ekk,EE,"Estonian, Standard"
ekl,BD,Kol
ekm,CM,Elip
eko,MZ,Koti
ekp,NG,Ekpeye
ekr,NG,Yace
eky,MM,"Kayah, Eastern"
ele,PG,Elepi
elh,SD,El Hugeirat
eli,SD,Nding
elk,PG,Elkei
ell,GR,Greek
elm,NG,Eleme
elo,KE,El Molo
elu,PG,Elu
ema,NG,Emai-Iuleha-Ora
emb,ID,Embaloh
eme,GF,Emerillon
emg,NP,"Mewahang, Eastern"
emi,PG,Mussau-Emira
emk,GN,"Maninkakan, Eastern"
emn,CM,Eman
emp,PA,"Emberá, Northern"
ems,US,"Yupik, Pacific Gulf"
emu,IN,"Muria, Eastern"
emw,ID,Emplawas
emx,FR,Erromintxela
ena,PG,Apali
enb,KE,Markweeta
enc,VN,En
end,ID,Ende
enf,RU,"Enets, Forest"
eng,GB,English
enh,RU,"Enets, Tundra"
enl,PY,Enlhet
enn,NG,Engenni
eno,ID,Enggano
enq,PG,Enga
enr,ID,Emem
enu,CN,Enu
env,NG,Enwan
enw,NG,Enwan
enx,PY,Enxet
eot,CI,Beti
epi,NG,Epie
epo,PL,Esperanto
era,IN,Eravallan
erg,VU,Sie
erh,NG,Eruwa
eri,PG,Ogea
erk,VU,"Efate, South"
ero,CN,Horpa
err,AU,Erre
ers,CN,Ersu
ert,ID,Eritai
erw,ID,Erokwanas
ese,BO,Ese Ejja
esg,IN,"Gondi, Aheri"
esh,IR,Eshtehardi
esi,US,"Inupiatun, North Alaskan"
esk,US,"Inupiatun, Northwest Alaska"
esl,EG,Egyptian Sign Language
esn,SV,Salvadoran Sign Language
eso,EE,Estonian Sign Language
esq,US,Esselen
ess,US,"Yupik, Central Siberian"
esu,US,"Yupik, Central"
esy,PH,Eskayan
etb,NG,Etebi
eth,ET,Ethiopian Sign Language
etn,VU,Eton
eto,CM,Eton
etr,PG,Edolo
ets,NG,Yekhee
etu,NG,Ejagham
etx,NG,Iten
etz,ID,Semimi
eus,ES,Basque
eve,RU,Even
evh,NG,Uvbie
evn,CN,Evenki
ewe,GH,Éwé
ewo,CM,Ewondo
ext,ES,Extremaduran
eya,US,Eyak
eyo,KE,Keiyo
eza,NG,Ezaa
eze,NG,Uzekwe
faa,PG,Fasu
fab,GQ,Fa d’Ambu
fad,PG,Wagi
faf,SB,Fagani
fag,PG,Finongan
fah,NG,Fali of Baissa
fai,PG,Faiwol
faj,PG,Faita
fak,CM,Fang
fal,CM,"Fali, South"
fam,NG,Fam
fan,GQ,Fang
fao,FO,Faroese
fap,SN,Palor
far,SB,Fataleka
fau,ID,Fayu
fax,ES,Fala
fay,IR,"Fars, Southwestern"
faz,IR,"Fars, Northwestern"
fbl,PH,"Bikol, West Albay"
fcs,CA,Quebec Sign Language
fer,SS,Feroge
ffi,PG,Foia Foia
ffm,ML,"Fulfulde, Maasina"
fgr,TD,Fongoro
fia,SD,Nobiin
fie,NG,Fyer
fij,FJ,Fijian
fil,PH,Filipino
fin,FI,Finnish
fip,TZ,Fipa
fir,NG,Firan
fit,SE,"Finnish, Tornedalen"
fiw,PG,Fiwaga
fkk,NG,Kirya-Konzel
fkv,NO,"Finnish, Kven"
fla,US,Kalispel-Pend d’Oreille
flh,ID,Foau
fli,NG,Fali
fll,CM,"Fali, North"
fln,AU,Flinders Island
flr,CD,Fuliiru
fly,ZA,Flaaitaal
fmp,CM,Fe’fe’
fmu,IN,"Muria, Far Western"
fnb,VU,Fanbak
fng,ZA,Pidgin Bantu
fni,TD,Fania
fod,BJ,Foodo
foi,PG,Foi
fom,CD,Foma
fon,BJ,Fon
for,PG,Fore
fos,TW,Siraya
fpe,GQ,Equatorial Guinean Pidgin
fqs,PG,Fas
fra,FR,French
frc,US,"French, Cajun"
frd,ID,Fordata
frp,FR,Arpitan
frq,PG,Forak
frr,DE,"Frisian, Northern"
frs,DE,"Saxon, East Frisian Low"
frt,VU,Fortsenal
fry,NL,Frisian
fse,FI,Finnish Sign Language
fsl,FR,French Sign Language
fss,FI,Finland-Swedish Sign Language
fub,CM,"Fulfulde, Adamawa"
fuc,SN,Pulaar
fud,WF,"Futuna, East"
fue,BJ,"Fulfulde, Borgu"
fuf,GN,Pular
fuh,NE,"Fulfulde, Western Niger"
fui,TD,"Fulfulde, Bagirmi"
fuj,SD,Ko
fum,NG,Fum
fun,BR,Iatê
fuq,NE,"Fulfulde, Central-Eastern Niger"
fur,IT,Friulian
fut,VU,Futuna-Aniwa
fuu,CD,Furu
fuv,NG,"Fulfulde, Nigerian"
fuy,PG,Fuyug
fvr,SD,Fur
fwa,NC,Fwâi
fwe,NA,Fwe
gaa,GH,Ga
gab,TD,Gabri
gac,IN,"Great Andamanese, Mixed"
gad,PH,Gaddang
gae,VE,Guarequena
gaf,PG,Gende
gag,MD,Gagauz
gah,PG,Alekano
gai,PG,Mbore
gaj,PG,Gadsup
gak,ID,Gamkonora
gal,TL,Galolen
gam,PG,Kandawo
gan,CN,"Chinese, Gan"
gao,PG,Gants
gap,PG,Gal
gaq,IN,Gata’
gar,PG,Galeya
gas,IN,"Garasia, Adiwasi"
gat,PG,Kenati
gau,IN,"Gadaba, Mudhili"
gaw,PG,Nobonob
gax,ET,"Oromo, Borana-Arsi-Guji"
gay,ID,Gayo
gaz,ET,"Oromo, West Central"
gbb,AU,Kaytetye
gbd,AU,Karadjeri
gbe,PG,Niksek
gbf,PG,Gaikundi
gbg,CF,Gbanziri
gbh,BJ,"Gbe, Defi"
gbi,ID,Galela
gbj,IN,"Gadaba, Bodo"
gbk,IN,Gaddi
gbl,IN,Gamit
gbm,IN,Garhwali
gbn,SS,Mo’da
gbo,LR,"Grebo, Northern"
gbp,CF,Gbaya-Bossangoa
gbq,CF,Gbaya-Bozoum
gbr,NG,Gbagyi
gbs,BJ,"Gbe, Gbesi"
gbu,AU,Gagadu
gbv,CF,Gbanu
gbw,AU,Gabi-Gabi
gbx,BJ,"Gbe, Eastern Xwla"
gby,NG,Gbari
gbz,IR,"Dari, Zoroastrian"
gcc,PG,Mali
gcd,AU,Ganggalida
gce,US,Galice
gcf,GP,Guadeloupean Creole French
gcl,GD,Grenadian Creole English
gcn,PG,Gaina
gcr,GF,Guianese Creole French
gct,VE,"German, Colonia Tovar"
gda,IN,"Lohar, Gade"
gdb,IN,"Gadaba, Pottangi Ollar"
gdc,AU,Gugu Badhun
gdd,PG,Gedaged
gde,NG,Gude
gdf,NG,Guduf-Gava
gdg,PH,Ga’dang
gdh,AU,Gadjerawang
gdi,CF,Gundi
gdj,AU,Gurdjar
gdk,TD,Gadang
gdl,ET,Dirasha
gdm,TD,Laal
gdn,PG,Umanakaina
gdo,RU,Ghodoberi
gdq,YE,Mehri
gdr,PG,Wipi
gds,NP,Ghandruk Sign Language
gdt,AU,Kungardutyi
gdu,NG,Gudu
gdx,IN,Godwari
gea,NG,Geruma
geb,PG,Kire
gec,LR,"Grebo, Gboloo"
ged,NG,Gade
geg,NG,Gengle
geh,CA,Hutterisch
gei,ID,Gebe
gej,TG,Gen
gek,NG,Ywom
gel,NG,ut-Ma’in
geq,CF,Geme
ges,ID,Geser-Gorom
gev,GA,Eviya
gew,NG,Gera
gex,SO,Garre
gey,CD,Enya
gez,ET,Geez
gfk,PG,Patpatar
gga,SB,Gao
ggb,LR,Gbii
ggd,AU,Gugadj
gge,AU,Guragone
ggg,PK,Gurgula
ggk,AU,Kungarakany
ggl,PG,Ganglau
ggt,PG,Gitua
ggu,CI,Gban
ggw,PG,Gogodala
gha,LY,Ghadamès
ghe,NP,"Ghale, Southern"
ghh,NP,"Ghale, Northern"
ghk,MM,"Karen, Geko"
ghl,SD,Ghulfan
ghn,SB,Ghanongga
gho,MA,Ghomara
ghr,PK,Ghera
ghs,PG,Guhu-Samane
ght,NP,Kuke
gia,AU,Kitja
gib,NG,Gibanawa
gic,ZA,Gail
gid,CM,Gidar
gig,PK,Goaria
gih,AU,Githabul
gil,KI,Kiribati
gim,PG,Gimi
gin,RU,Hinukh
gip,PG,Gimi
giq,VN,"Gelao, Green"
gir,VN,"Gelao, Red"
gis,CM,"Giziga, North"
git,CA,Gitxsan
giu,CN,Mulao
giw,CN,Duoluo
gix,CD,Gilima
giy,AU,Giyug
giz,CM,"Giziga, South"
gji,NG,Geji
gjk,PK,"Koli, Kachi"
gjm,AU,Gunditjmara
gjn,GH,Gonja
gjr,AU,Gurindji Kriol
gju,IN,Gujari
gka,PG,Guya
gke,CM,Ndai
gkn,NG,Gokana
gko,AU,Kok-Nar
gkp,GN,"Kpelle, Guinea"
gla,GB,Scottish Gaelic
glc,TD,Bon Gula
gld,RU,Nanai
gle,IE,Irish
